id,source,title,question,created_at_ts,closes_at_ts,raw,last_seen_ts
manifold:OqdqZ5LQ9Q,manifold,Who will win DEATH BATTLE: Dante vs Clive? [SHORT FUSE],Who will win DEATH BATTLE: Dante vs Clive? [SHORT FUSE],1762560163686.0,1762732800000.0,"{""id"": ""OqdqZ5LQ9Q"", ""creatorId"": ""I2bVfkY49dQ54suiyzZ2SN15QZA3"", ""creatorUsername"": ""Kraalnaxx"", ""creatorName"": ""Kraalnaxx"", ""createdTime"": 1762560163686, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FKraalnaxx%2FtaE0uMBkWe.PNG?alt=media&token=e9fdbcb2-e4d4-421d-9653-9bc927b2a59d"", ""closeTime"": 1762732800000, ""question"": ""Who will win DEATH BATTLE: Dante vs Clive? [SHORT FUSE]"", ""slug"": ""who-will-win-death-battle-dante-vs"", ""url"": ""https://manifold.markets/Kraalnaxx/who-will-win-death-battle-dante-vs"", ""totalLiquidity"": 100, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 7, ""volume24Hours"": 7, ""isResolved"": false, ""uniqueBettorCount"": 1, ""lastUpdatedTime"": 1762561414892, ""lastBetTime"": 1762561414892}",1762625352
manifold:A8QNpIZu0u,manifold,What day will Spotify Wrapped 2025 be released?,What day will Spotify Wrapped 2025 be released?,1762559056662.0,1767225540000.0,"{""id"": ""A8QNpIZu0u"", ""creatorId"": ""P9beSdXRrjQWCALMIPgF0MQ3NTD3"", ""creatorUsername"": ""brod"", ""creatorName"": ""Brad"", ""createdTime"": 1762559056662, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2Fsummer_of_bliss%2FTpSVBzapMz.jpeg?alt=media&token=0b9f1c7c-5a7a-43f6-92a4-c539f0d4fb50"", ""closeTime"": 1767225540000, ""question"": ""What day will Spotify Wrapped 2025 be released?"", ""slug"": ""what-day-will-spotify-wrapped-2025"", ""url"": ""https://manifold.markets/brod/what-day-will-spotify-wrapped-2025"", ""totalLiquidity"": 1000, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 5175.257485183741, ""volume24Hours"": 7149.53036120455, ""isResolved"": false, ""uniqueBettorCount"": 16, ""lastUpdatedTime"": 1762625240570, ""lastBetTime"": 1762625240570, ""lastCommentTime"": 1762568291035}",1762625356
manifold:C8yIhOZ0Pn,manifold,Ford GT sells? See listing in description.,Ford GT sells? See listing in description.,1762558276364.0,1794612600000.0,"{""id"": ""C8yIhOZ0Pn"", ""creatorId"": ""3mYNcgOx0nZniHdfqwb4gZ5fwEW2"", ""creatorUsername"": ""CaptSlow"", ""creatorName"": ""Dagwood"", ""createdTime"": 1762558276364, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FCaptSlow%2FNzuyc8sulp.png?alt=media&token=11a2cdfa-1aeb-40e6-9629-ebb93ed9952c"", ""closeTime"": 1794612600000, ""question"": ""Ford GT sells? See listing in description."", ""slug"": ""ford-gt-sells-see-listing-in-descri"", ""url"": ""https://manifold.markets/CaptSlow/ford-gt-sells-see-listing-in-descri"", ""pool"": {""NO"": 1300, ""YES"": 769.230769230769}, ""probability"": 0.6282527881040894, ""p"": 0.49999999999999994, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 300, ""volume24Hours"": 300, ""isResolved"": false, ""uniqueBettorCount"": 2, ""lastUpdatedTime"": 1762576545180, ""lastBetTime"": 1762576545180}",1762625361
manifold:tAccL8gO0Q,manifold,"Yet another attempt to fix the ""Will this close above 50%"" market. (Exponent 0.6, see description…)","Yet another attempt to fix the ""Will this close above 50%"" market. (Exponent 0.6, see description…)",1762557577922.0,1763151660000.0,"{""id"": ""tAccL8gO0Q"", ""creatorId"": ""QRdUiXFvVRXFrq3zNOJrUj76iwn2"", ""creatorUsername"": ""4fa"", ""creatorName"": ""For Fold's Sake"", ""createdTime"": 1762557577922, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2F4fa%2FP5hyAQ0Qtq.png?alt=media&token=e09a411c-fb5a-4701-9861-bc6041c0f8a8"", ""closeTime"": 1763151660000, ""question"": ""Yet another attempt to fix the \""Will this close above 50%\"" market. (Exponent 0.6, see description\u2026)"", ""slug"": ""yet-another-attempt-to-fix-the-will"", ""url"": ""https://manifold.markets/4fa/yet-another-attempt-to-fix-the-will"", ""pool"": {""NO"": 103.99458488617778, ""YES"": 96.15885299167263}, ""probability"": 0.519574312531387, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 37.860749759747044, ""volume24Hours"": 44.68165450176906, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762610709290, ""lastBetTime"": 1762610709290, ""lastCommentTime"": 1762603810398}",1762625365
manifold:gtUqcyz9L5,manifold,Tesla's 2025 CEO Performance Award - Operational Milestones by 2036,Tesla's 2025 CEO Performance Award - Operational Milestones by 2036,1762557032912.0,2082758340000.0,"{""id"": ""gtUqcyz9L5"", ""creatorId"": ""QrYZ1G7IWvUrDW8SYbPazCxTyxR2"", ""creatorUsername"": ""kamn"", ""creatorName"": ""kamn"", ""createdTime"": 1762557032912, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2Fkamn%2Fdsadsadsaa.png?alt=media&token=145d23f5-9da0-4c51-ae7d-57d4dfff52f0"", ""closeTime"": 2082758340000, ""question"": ""Tesla's 2025 CEO Performance Award - Operational Milestones by 2036"", ""slug"": ""teslas-2025-ceo-performance-award-o"", ""url"": ""https://manifold.markets/kamn/teslas-2025-ceo-performance-award-o"", ""totalLiquidity"": 350, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 112, ""volume24Hours"": 112, ""isResolved"": false, ""uniqueBettorCount"": 2, ""lastUpdatedTime"": 1762604634708, ""lastBetTime"": 1762604634708}",1762625370
manifold:U0Un99UNNp,manifold,Will I get paid today?,Will I get paid today?,1762556584800.0,1762622805809.0,"{""id"": ""U0Un99UNNp"", ""creatorId"": ""7hlyeqVCZFhMq1oPc346i6S5Cq43"", ""creatorUsername"": ""SaiVazquez"", ""creatorName"": ""Andr\u00e9s V\u00e1zquez"", ""createdTime"": 1762556584800, ""creatorAvatarUrl"": ""https://storage.googleapis.com/mantic-markets.appspot.com/user-images/l9c9sOIA.png"", ""closeTime"": 1762622805809, ""question"": ""Will I get paid today?"", ""slug"": ""will-i-get-paid-today"", ""url"": ""https://manifold.markets/SaiVazquez/will-i-get-paid-today"", ""pool"": {""NO"": 10.080716503119106, ""YES"": 991.9929795571454}, ""probability"": 0.010059855420566656, ""p"": 0.5000000000000002, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 1028.0070204428546, ""volume24Hours"": 1028.0070204428546, ""isResolved"": true, ""resolution"": ""NO"", ""resolutionTime"": 1762622805809, ""resolutionProbability"": 0.010059855420566654, ""resolverId"": ""7hlyeqVCZFhMq1oPc346i6S5Cq43"", ""uniqueBettorCount"": 6, ""lastUpdatedTime"": 1762622805809, ""lastBetTime"": 1762605371635, ""lastCommentTime"": 1762580596494}",1762625374
manifold:sL5EO9qhdc,manifold,Will Trump golf this weekend?,Will Trump golf this weekend?,1762556320995.0,1762819140000.0,"{""id"": ""sL5EO9qhdc"", ""creatorId"": ""7hlyeqVCZFhMq1oPc346i6S5Cq43"", ""creatorUsername"": ""SaiVazquez"", ""creatorName"": ""Andr\u00e9s V\u00e1zquez"", ""createdTime"": 1762556320995, ""creatorAvatarUrl"": ""https://storage.googleapis.com/mantic-markets.appspot.com/user-images/l9c9sOIA.png"", ""closeTime"": 1762819140000, ""question"": ""Will Trump golf this weekend?"", ""slug"": ""will-trump-golf-this-weekend"", ""url"": ""https://manifold.markets/SaiVazquez/will-trump-golf-this-weekend"", ""pool"": {""NO"": 660.704438189511, ""YES"": 549.0754151397689}, ""probability"": 0.5809355493698468, ""p"": 0.5353271127072524, ""totalLiquidity"": 600, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 77, ""volume24Hours"": 77, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762595951334, ""lastBetTime"": 1762595951334}",1762625379
manifold:hcAz2tEPLt,manifold,What will be the margin in the 2026 New York Gubernatorial election?,What will be the margin in the 2026 New York Gubernatorial election?,1762552113424.0,1798761540000.0,"{""id"": ""hcAz2tEPLt"", ""creatorId"": ""KsLPvmOdRQasgOu2FQXdsSWh7ln2"", ""creatorUsername"": ""EnopoletusHarding"", ""creatorName"": ""Enopoletus Harding"", ""createdTime"": 1762552113424, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FEnopoletusHarding%2FB0JxqG3_oN.jpg?alt=media&token=2abc3d64-965d-4b1e-95ad-95807cd293b0"", ""closeTime"": 1798761540000, ""question"": ""What will be the margin in the 2026 New York Gubernatorial election?"", ""slug"": ""what-will-be-the-margin-in-the-2026"", ""url"": ""https://manifold.markets/EnopoletusHarding/what-will-be-the-margin-in-the-2026"", ""totalLiquidity"": 150, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 118, ""volume24Hours"": 118, ""isResolved"": false, ""uniqueBettorCount"": 6, ""lastUpdatedTime"": 1762612148590, ""lastBetTime"": 1762612148590, ""lastCommentTime"": 1762609633424}",1762625383
manifold:9lANnLNSdR,manifold,Are markets gay?,Are markets gay?,1762551098730.0,1762664340000.0,"{""id"": ""9lANnLNSdR"", ""creatorId"": ""GS2hXzmHtFaAslLdRf7GtNUqZSX2"", ""creatorUsername"": ""hands"", ""creatorName"": ""hands"", ""createdTime"": 1762551098730, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLd9fotyOvPhb22lievBTouHXZdeSQvvVwBYfx-6lSw4SWheA=s96-c"", ""closeTime"": 1762664340000, ""question"": ""Are markets gay?"", ""slug"": ""are-markets-gay"", ""url"": ""https://manifold.markets/hands/are-markets-gay"", ""pool"": {""NO"": 83.30486325635971, ""YES"": 120.04101092185117}, ""probability"": 0.4096707818293472, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 327.62818870007357, ""volume24Hours"": 327.62818870007357, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762604239280, ""lastBetTime"": 1762566430420, ""lastCommentTime"": 1762604239260}",1762625388
manifold:6yhygPlPZQ,manifold,Would Manifold's trajectory have been significantly different if they had implemented non-google login methods?,Would Manifold's trajectory have been significantly different if they had implemented non-google login methods?,1762549235895.0,1763161140000.0,"{""id"": ""6yhygPlPZQ"", ""creatorId"": ""cWcPyhxrIQa4OCGuWtlcCHadzZH2"", ""creatorUsername"": ""skibidist"", ""creatorName"": ""skibidist"", ""createdTime"": 1762549235895, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2Fskibidist%2FPhcRlRn0cC.png?alt=media&token=f02ca54f-fe08-4873-b4b4-5c11ac451166"", ""closeTime"": 1763161140000, ""question"": ""Would Manifold's trajectory have been significantly different if they had implemented non-google login methods?"", ""slug"": ""would-manifolds-trajectory-have-bee"", ""url"": ""https://manifold.markets/skibidist/would-manifolds-trajectory-have-bee"", ""outcomeType"": ""POLL"", ""mechanism"": ""none"", ""volume"": 0, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 15, ""lastUpdatedTime"": 1762559618778, ""lastCommentTime"": 1762559618757}",1762625392
manifold:QNPZhNlUl9,manifold,My weight at the beginning of summer?,My weight at the beginning of summer?,1762544164506.0,1782069060000.0,"{""id"": ""QNPZhNlUl9"", ""creatorId"": ""FKSCpJp5itclKEnrPyubAhkMeUw1"", ""creatorUsername"": ""CramerSmith"", ""creatorName"": ""Cramer"", ""createdTime"": 1762544164506, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocK43S2o4cKT9gAIRihumjEpuA6pIBPNYpjmBRB7wduKk7xOtkh_=s96-c"", ""closeTime"": 1782069060000, ""question"": ""My weight at the beginning of summer?"", ""slug"": ""my-weight-at-the-beginning-of-summe"", ""url"": ""https://manifold.markets/CramerSmith/my-weight-at-the-beginning-of-summe"", ""totalLiquidity"": 225, ""outcomeType"": ""MULTI_NUMERIC"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 94, ""volume24Hours"": 94, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762570472347, ""lastBetTime"": 1762570472347}",1762625397
manifold:hlNREIEI06,manifold,OpenAI sells/rents AI compute to external customers by end-2026?,OpenAI sells/rents AI compute to external customers by end-2026?,1762542496355.0,1798761540000.0,"{""id"": ""hlNREIEI06"", ""creatorId"": ""0eMHY1DjyfdmMBFOFG2NuQL6SsC2"", ""creatorUsername"": ""RS"", ""creatorName"": ""RS"", ""createdTime"": 1762542496355, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FRS%2FZZA9RuD8AO.webp?alt=media&token=5b348128-7374-41f7-a927-666cb040b7c3"", ""closeTime"": 1798761540000, ""question"": ""OpenAI sells/rents AI compute to external customers by end-2026?"", ""slug"": ""openai-sellsrents-ai-compute-to-ext"", ""url"": ""https://manifold.markets/RS/openai-sellsrents-ai-compute-to-ext"", ""pool"": {""NO"": 536.2633321517362, ""YES"": 1864.7555035835428}, ""probability"": 0.22334824040958154, ""p"": 0.5000000000000002, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 1531.0000000000002, ""volume24Hours"": 1481.0000000000002, ""isResolved"": false, ""uniqueBettorCount"": 12, ""lastUpdatedTime"": 1762621392387, ""lastBetTime"": 1762621392387, ""lastCommentTime"": 1762553871577}",1762625401
manifold:Z0y6lpzZEq,manifold,Kavanaugh votes against Trump in Learning Resources tariff case?,Kavanaugh votes against Trump in Learning Resources tariff case?,1762541002441.0,1798790340000.0,"{""id"": ""Z0y6lpzZEq"", ""creatorId"": ""UT1vHSGiCbfZHIRpm6ZvYhFphws1"", ""creatorUsername"": ""JonathanRay"", ""creatorName"": ""Jonathan Ray"", ""createdTime"": 1762541002441, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FJonathanRay%2Fq5Z-eoxEVj.jpeg?alt=media&token=2c96f772-f110-434d-94e6-c893d48ec660"", ""closeTime"": 1798790340000, ""question"": ""Kavanaugh votes against Trump in Learning Resources tariff case?"", ""slug"": ""kavanaugh-votes-against-trump-in-le"", ""url"": ""https://manifold.markets/JonathanRay/kavanaugh-votes-against-trump-in-le"", ""pool"": {""NO"": 1010.3401360544216, ""YES"": 989.7656881228133}, ""probability"": 0.5051433398380487, ""p"": 0.49999999999999994, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 336, ""volume24Hours"": 336, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762613562123, ""lastBetTime"": 1762613562123}",1762625406
manifold:OOyORZtdy9,manifold,Who will win the WTA Finals?,Who will win the WTA Finals?,1762540903922.0,1762813740000.0,"{""id"": ""OOyORZtdy9"", ""creatorId"": ""KyhGnarhvGWpurbrlBwUeQUjdi83"", ""creatorUsername"": ""aaron10"", ""creatorName"": ""aaron"", ""createdTime"": 1762540903922, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocJCcQrXdONi0zPaSJtAphQrfNnpjygKmlImo-S-yHiQbGf8Tw=s96-c"", ""closeTime"": 1762813740000, ""question"": ""Who will win the WTA Finals?"", ""slug"": ""who-will-win-the-wta-finals"", ""url"": ""https://manifold.markets/aaron10/who-will-win-the-wta-finals"", ""totalLiquidity"": 100, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 434.8902481573583, ""volume24Hours"": 434.89024815735837, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762621435306, ""lastBetTime"": 1762621435306}",1762625410
manifold:ClhENO0s9p,manifold,Guam becomes a state by 2030?,Guam becomes a state by 2030?,1762539876944.0,1924991940000.0,"{""id"": ""ClhENO0s9p"", ""creatorId"": ""yTue1A3ApPhtq3tYKBY2vxEEvG52"", ""creatorUsername"": ""PaperBoy"", ""creatorName"": ""Paper Boy"", ""createdTime"": 1762539876944, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocKvvIqQ7wel-RMQneP56-S8xiaR9D7ojtRAVjiR78e5gg=s96-c"", ""closeTime"": 1924991940000, ""question"": ""Guam becomes a state by 2030?"", ""slug"": ""guam-becomes-a-state-by-2030"", ""url"": ""https://manifold.markets/PaperBoy/guam-becomes-a-state-by-2030"", ""pool"": {""NO"": 41.53093169057235, ""YES"": 240.78438871791624}, ""probability"": 0.14710831714864173, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 161.26322556684545, ""volume24Hours"": 163.3724701048287, ""isResolved"": false, ""uniqueBettorCount"": 6, ""lastUpdatedTime"": 1762591558795, ""lastBetTime"": 1762591558795}",1762625415
manifold:98S26dQLQO,manifold,Free Lottery (1k prize),Free Lottery (1k prize),1762537890457.0,1762621140000.0,"{""id"": ""98S26dQLQO"", ""creatorId"": ""PKCOdbTq3BQh3bFE4DwqSvSO8W63"", ""creatorUsername"": ""ttoe"", ""creatorName"": ""Toward a theory of everything"", ""createdTime"": 1762537890457, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLXfQg0e9nr4usQN-_3y_GFLXVCUa6_kqKCBy0rr4f-UtRdkeM=s96-c"", ""closeTime"": 1762621140000, ""question"": ""Free Lottery (1k prize)"", ""slug"": ""free-lottery-1k-prize-lunNIZ9pUN"", ""url"": ""https://manifold.markets/ttoe/free-lottery-1k-prize-lunNIZ9pUN"", ""pool"": {""NO"": 10000.00000000002, ""YES"": 10000.000000000022}, ""probability"": 0.4999999999999999, ""p"": 0.5, ""totalLiquidity"": 10000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 129.9999999999748, ""volume24Hours"": 129.9999999999748, ""isResolved"": false, ""uniqueBettorCount"": 12, ""lastUpdatedTime"": 1762616065170, ""lastBetTime"": 1762616065170, ""lastCommentTime"": 1762578640204}",1762625419
manifold:QnIhhzd8c9,manifold,Free Lottery,Free Lottery,1762537825907.0,1762621140000.0,"{""id"": ""QnIhhzd8c9"", ""creatorId"": ""PKCOdbTq3BQh3bFE4DwqSvSO8W63"", ""creatorUsername"": ""ttoe"", ""creatorName"": ""Toward a theory of everything"", ""createdTime"": 1762537825907, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLXfQg0e9nr4usQN-_3y_GFLXVCUa6_kqKCBy0rr4f-UtRdkeM=s96-c"", ""closeTime"": 1762621140000, ""question"": ""Free Lottery"", ""slug"": ""free-lottery-2s65CZhn2q"", ""url"": ""https://manifold.markets/ttoe/free-lottery-2s65CZhn2q"", ""pool"": {""NO"": 1001.0000000000002, ""YES"": 999.0009990009995}, ""probability"": 0.500499750000125, ""p"": 0.5000000000000002, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 16.999999999999886, ""volume24Hours"": 16.999999999999886, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762614121500, ""lastBetTime"": 1762614121500}",1762625424
manifold:UcL59Lz2ln,manifold,Elon Musk will be worth less than $250B before he is worth more than $1 trillion,Elon Musk will be worth less than $250B before he is worth more than $1 trillion,1762537813762.0,2082758340000.0,"{""id"": ""UcL59Lz2ln"", ""creatorId"": ""6xnywyUcc3Tc0UJ31jBhhgsJ2ZT2"", ""creatorUsername"": ""MichaeldelaMaza"", ""creatorName"": ""Michael de la Maza"", ""createdTime"": 1762537813762, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/AAcHTtc2Yp4NuvrX5sfYnqFK8ZrJDbuPz4x2fJZwp8EEeWdg4F13=s96-c"", ""closeTime"": 2082758340000, ""question"": ""Elon Musk will be worth less than $250B before he is worth more than $1 trillion"", ""slug"": ""elon-musk-will-be-worth-less-than-2-pA9g8Qs5qN"", ""url"": ""https://manifold.markets/MichaeldelaMaza/elon-musk-will-be-worth-less-than-2-pA9g8Qs5qN"", ""pool"": {""NO"": 123.91014819458263, ""YES"": 80.70364006260797}, ""probability"": 0.6055806368182434, ""p"": 0.5000000000000003, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 246.4659233993271, ""volume24Hours"": 246.4659233993271, ""isResolved"": false, ""uniqueBettorCount"": 11, ""lastUpdatedTime"": 1762593392422, ""lastBetTime"": 1762593392422}",1762625428
manifold:I8ARUnQqcU,manifold,Gnahus Stock,Gnahus Stock,1762536625413.0,,"{""id"": ""I8ARUnQqcU"", ""creatorId"": ""4YbzfDih6naqHs3DhKxbzIRag3Q2"", ""creatorUsername"": ""Polar"", ""creatorName"": ""Polar"", ""createdTime"": 1762536625413, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLb8gP6DIcbsC-JmqaF38ywpQYqJ3OuPGE4_Qvm2OxB8A=s96-c"", ""question"": ""Gnahus Stock"", ""slug"": ""gnahus-stock"", ""url"": ""https://manifold.markets/Polar/gnahus-stock"", ""pool"": {""NO"": 100, ""YES"": 100}, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""STONK"", ""mechanism"": ""cpmm-1"", ""volume"": 0, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 0, ""lastUpdatedTime"": 1762536625452}",1762625433
